gender;firstname;lastname;address;city;birthday
M;Marc;Wilmart;Rue Louis Haute(VD) 39 /000A;Wasseiges;19840315
F;Léa;Wilmart;Rue Ainseveau 40;Floreffe;19840701
M;Jean-Charles;Wilmart;rue Monique, 7;Doische;19851001
F;Aude;Wilmet;Rue Massart, Nov. 39;Fernelmont;19850717
M;Thomas;Wilmus;rue Général de Monge, 111;Namur;19790325
M;Patrick;WITTLIN;Rue des Mésanges Bleues(BU) 28;Namur;19891012
M;Kevin;WLOMAINCK;;Treignes;19800429
F;Marie;Wodon;Rue Bois d'Esneux(BN) 78;Cul-des-Sarts;19941114
M;Frédéric;Wojcik;Rue du Chenisse, March. 19 /A;Couvin;19960623
F;Angéline;Wolf;rue grande, 31;Namur;19860601
M;Serge;Wolfs;rue de Sardanson 13 bte 28;Mariembourg;19800627
M;Roland;Wolteche;rue des béguines 6;Couvin;19800422
M;Misha;Wotquenne;Avenue Du Parc 14;Namur;19870816
F;Delphine;Wyame;chaussée de Namur 14/13;Mariembourg;19910922
M;Ricardo;Wyard;363,Ch. De Louvain;Nismes;19781227
M;Philippe;Wyard;Rue des Chardonnerets(BU) 32;Bouge;19880324
F;Bénédicte;XHAFLAIRE;Route du Fond(AR) 34;Saint-Servais;19930924
F;Caroline;XHONNEUX;Rue Charles Bouvier(BU) 95?;Bouge;19870603
M;Arnaud;Yildirim;Route de Hannut(BU) 22;Namur;19810519
F;Geneviève;ZABEL;Rue de Sardanson(BU) 13 /0025;Namur;19801009
F;Melody;Zmikala;rue Joseph Wanet 14;Flawinne;19890814
M;Gilbert;Zutterman;Avenue Baudouin Premier(BU) 31;Bouge;19820521
